,customer_id,recency,frequency,monetary,clv_historical
91,12457.0,67,6,1907.63,1907.63
92,12458.0,72,2,787.4,787.4
93,12461.0,155,1,626.88,626.88
94,12462.0,19,2,937.59,937.59
95,12463.0,54,4,1200.78,1200.78
96,12464.0,11,8,855.35,855.35
97,12465.0,18,2,682.19,682.19
98,12468.0,188,2,657.5400000000001,657.5400000000001
99,12471.0,3,27,17407.1,17407.1
100,12472.0,33,7,6000.31,6000.31
101,12473.0,54,3,2545.38,2545.38
102,12474.0,18,18,6642.04,6642.04
103,12475.0,54,1,669.38,669.38
104,12476.0,16,11,5814.67,5814.67
105,12477.0,23,6,13168.89,13168.89
106,12478.0,4,1,545.99,545.99
107,12479.0,12,1,473.2,473.2
108,12480.0,29,4,2568.83,2568.83
109,12481.0,23,10,4952.52,4952.52
110,12483.0,18,8,1910.98,1910.98
111,12484.0,36,4,3953.7200000000003,3953.7200000000003
112,12488.0,10,3,1075.16,1075.16
113,12489.0,337,1,267.03000000000003,267.03000000000003
114,12490.0,6,10,4859.93,4859.93
115,12491.0,39,1,424.40000000000003,424.40000000000003
116,12492.0,64,2,227.21,227.21
117,12493.0,166,2,362.79,362.79
118,12494.0,16,7,1084.1,1084.1
119,12497.0,82,1,690.6,690.6
120,12498.0,22,3,349.70000000000005,349.70000000000005
121,12500.0,50,9,2076.59,2076.59
122,12501.0,337,1,2008.44,2008.44
123,12502.0,96,5,2875.2200000000003,2875.2200000000003
124,12504.0,19,2,428.04999999999995,428.04999999999995
125,12506.0,233,1,73.5,73.5
126,12507.0,135,3,434.41,434.41
127,12508.0,27,2,398.27,398.27
128,12509.0,285,1,158.5,158.5
129,12510.0,143,2,814.5699999999999,814.5699999999999
130,12512.0,67,2,138.03,138.03
131,12513.0,113,1,558.29,558.29
132,12514.0,268,1,1017.6800000000001,1017.6800000000001
133,12515.0,354,1,278.7,278.7
134,12516.0,78,2,1082.38,1082.38
135,12517.0,29,4,2322.84,2322.84
136,12518.0,1,5,1840.89,1840.89
137,12519.0,64,1,286.84000000000003,286.84000000000003
138,12520.0,80,5,2329.31,2329.31
139,12521.0,143,1,545.68,545.68
140,12522.0,40,2,156.72,156.72
141,12523.0,20,11,1657.82,1657.82
142,12524.0,10,8,3654.84,3654.84
143,12526.0,1,3,1172.66,1172.66
144,12527.0,82,3,330.71000000000004,330.71000000000004
145,12528.0,10,6,1628.53,1628.53
146,12530.0,60,4,1360.48,1360.48
147,12531.0,15,1,95.27,95.27
148,12532.0,31,1,313.83000000000004,313.83000000000004
149,12534.0,131,1,962.23,962.23
150,12535.0,92,2,716.35,716.35
151,12536.0,60,1,4095.26,4095.26
152,12538.0,30,1,363.95,363.95
153,12539.0,23,4,5449.7,5449.7
154,12540.0,20,17,11414.69,11414.69
155,12541.0,30,3,841.18,841.18
156,12544.0,37,1,316.7,316.7
157,12545.0,76,2,832.39,832.39
158,12546.0,47,2,1021.5,1021.5
159,12547.0,198,2,151.8,151.8
160,12548.0,167,1,67.19999999999999,67.19999999999999
161,12550.0,80,1,824.83,824.83
162,12551.0,358,1,168.0,168.0
163,12552.0,40,1,317.82,317.82
164,12553.0,9,10,3278.28,3278.28
165,12556.0,51,2,603.71,603.71
166,12557.0,17,4,2501.34,2501.34
167,12558.0,8,1,269.96,269.96
168,12559.0,311,2,525.71,525.71
169,12560.0,6,2,1901.06,1901.06
170,12561.0,303,1,238.85,238.85
171,12562.0,9,7,3250.14,3250.14
172,12564.0,262,1,352.05,352.05
173,12565.0,289,1,145.92000000000002,145.92000000000002
174,12566.0,87,1,297.65,297.65
175,12567.0,23,10,8217.130000000001,8217.130000000001
176,12569.0,3,32,3152.69,3152.69
177,12571.0,40,2,519.61,519.61
178,12572.0,9,2,878.52,878.52
179,12573.0,228,1,160.54000000000002,160.54000000000002
180,12574.0,316,1,182.45000000000002,182.45000000000002
181,12576.0,36,5,1268.93,1268.93
182,12577.0,36,3,657.8,657.8
183,12578.0,22,2,2402.51,2402.51
184,12579.0,79,1,386.42,386.42
185,12580.0,247,1,379.7,379.7
186,12581.0,40,1,179.71,179.71
187,12582.0,239,2,351.36,351.36
188,12583.0,3,15,6503.33,6503.33
189,12584.0,4,9,2033.8,2033.8
190,12585.0,235,2,1653.96,1653.96
191,12586.0,18,1,196.94000000000003,196.94000000000003
192,12587.0,8,1,104.0,104.0
193,12588.0,40,1,174.89999999999998,174.89999999999998
194,12589.0,29,2,574.68,574.68
195,12590.0,212,1,8951.26,8951.26
196,12591.0,318,1,368.85,368.85
197,12592.0,93,2,401.6,401.6
198,12593.0,109,3,382.1,382.1
199,12594.0,38,9,3208.2200000000003,3208.2200000000003
200,12596.0,52,2,450.27,450.27
201,12597.0,20,4,3127.72,3127.72
202,12598.0,10,7,2807.08,2807.08
203,12599.0,30,7,888.58,888.58
204,12600.0,29,10,2311.04,2311.04
205,12601.0,190,5,447.11,447.11
206,12602.0,59,1,153.12,153.12
207,12603.0,22,1,613.1999999999999,613.1999999999999
208,12604.0,80,2,236.18,236.18
209,12607.0,61,1,1562.56,1562.56
210,12609.0,79,3,964.85,964.85
211,12610.0,23,4,1679.74,1679.74
212,12611.0,53,1,1049.32,1049.32
213,12612.0,75,1,668.04,668.04
214,12613.0,58,4,3092.38,3092.38
215,12614.0,278,1,315.6,315.6
216,12615.0,3,4,2093.19,2093.19
217,12616.0,96,2,641.3,641.3
218,12617.0,30,1,355.53000000000003,355.53000000000003
219,12618.0,22,1,137.31,137.31
220,12619.0,17,8,1971.4799999999998,1971.4799999999998
221,12620.0,15,3,1303.41,1303.41
222,12621.0,2,20,11797.57,11797.57
223,12622.0,233,1,162.1,162.1
224,12623.0,277,1,269.1,269.1
225,12624.0,107,2,569.13,569.13
226,12625.0,212,2,2413.82,2413.82
227,12626.0,24,9,5954.4800000000005,5954.4800000000005
228,12627.0,11,6,4057.58,4057.58
229,12628.0,5,3,732.46,732.46
230,12630.0,10,2,1013.9300000000001,1013.9300000000001
231,12631.0,58,1,480.5,480.5
232,12633.0,59,4,1717.98,1717.98
233,12635.0,90,2,1509.18,1509.18
234,12637.0,68,8,5734.05,5734.05
235,12638.0,34,1,511.69,511.69
236,12639.0,239,1,366.1,366.1
237,12640.0,24,3,960.6800000000001,960.6800000000001
238,12641.0,116,1,145.9,145.9
239,12642.0,26,3,888.31,888.31
240,12643.0,129,5,1627.4,1627.4
241,12644.0,130,1,477.90999999999997,477.90999999999997
242,12645.0,34,4,1631.18,1631.18
243,12646.0,5,2,1346.97,1346.97
244,12647.0,23,12,3064.02,3064.02
245,12648.0,155,1,300.05,300.05
246,12649.0,108,3,569.51,569.51
247,12650.0,4,1,242.44,242.44
248,12651.0,335,1,114.0,114.0
249,12652.0,332,1,793.98,793.98
250,12653.0,149,2,2209.85,2209.85
251,12654.0,11,5,529.98,529.98
252,12656.0,18,5,3534.42,3534.42
253,12657.0,12,4,1217.18,1217.18
254,12658.0,19,1,632.05,632.05
255,12659.0,30,1,73.67999999999999,73.67999999999999
256,12660.0,12,1,227.10000000000002,227.10000000000002
257,12662.0,1,11,3513.83,3513.83
258,12664.0,9,9,4391.88,4391.88
259,12665.0,325,1,45.0,45.0
260,12667.0,59,1,460.13,460.13
261,12668.0,12,4,3177.15,3177.15
262,12669.0,151,2,1410.78,1410.78
263,12670.0,11,5,2744.05,2744.05
264,12672.0,330,1,225.9,225.9
265,12673.0,6,2,574.52,574.52
266,12674.0,39,4,1844.6,1844.6
267,12676.0,25,6,1091.39,1091.39
268,12678.0,43,9,11797.86,11797.86
269,12679.0,59,4,951.02,951.02
270,12680.0,1,4,790.81,790.81
271,12681.0,15,22,12365.54,12365.54
272,12682.0,4,31,10641.58,10641.58
273,12683.0,5,14,7617.57,7617.57
274,12684.0,8,6,2021.79,2021.79
275,12685.0,29,6,2575.08,2575.08
276,12686.0,372,1,71.14,71.14
277,12688.0,114,1,4565.91,4565.91
278,12689.0,26,2,1139.6100000000001,1139.6100000000001
279,12690.0,206,1,335.01,335.01
280,12691.0,29,5,927.8,927.8
281,12693.0,128,4,711.91,711.91
282,12694.0,71,2,761.67,761.67
283,12695.0,8,4,582.1,582.1
284,12697.0,29,3,757.59,757.59
285,12700.0,8,4,4525.99,4525.99
286,12701.0,80,2,691.8100000000001,691.8100000000001
287,12702.0,20,1,201.0,201.0
288,12703.0,72,1,265.55,265.55
289,12704.0,8,8,1715.89,1715.89
290,12705.0,16,8,6382.29,6382.29
291,12707.0,292,1,603.42,603.42
292,12708.0,30,10,2379.11,2379.11
293,12709.0,16,15,9430.52,9430.52
294,12710.0,97,3,1023.02,1023.02
295,12712.0,29,13,3903.13,3903.13
296,12713.0,1,1,794.55,794.55
297,12714.0,10,5,4294.86,4294.86
298,12715.0,107,1,273.86,273.86
299,12716.0,4,2,963.49,963.49
300,12717.0,152,2,791.03,791.03
301,12718.0,72,1,202.25,202.25
302,12719.0,6,2,572.95,572.95
303,12720.0,3,25,5059.57,5059.57
304,12721.0,32,6,2335.28,2335.28
305,12722.0,86,4,911.83,911.83
306,12723.0,4,4,622.32,622.32
307,12724.0,6,4,923.41,923.41
308,12725.0,372,1,371.8,371.8
309,12726.0,29,7,2374.62,2374.62
310,12727.0,11,7,3440.7000000000003,3440.7000000000003
311,12728.0,72,4,728.33,728.33
312,12729.0,114,1,417.01,417.01
313,12731.0,24,12,17163.45,17163.45
314,12732.0,180,1,218.26000000000002,218.26000000000002
315,12733.0,235,1,383.95,383.95
316,12734.0,353,1,110.39999999999999,110.39999999999999
317,12735.0,316,2,673.62,673.62
318,12736.0,333,1,144.0,144.0
319,12738.0,373,1,137.35,137.35
320,12739.0,100,1,975.54,975.54
321,12740.0,64,1,427.6,427.6
322,12743.0,135,2,529.48,529.48
323,12744.0,57,4,8646.99,8646.99
324,12747.0,3,11,4180.06,4180.06
325,12748.0,1,206,29411.98,29411.98
326,12749.0,4,5,4040.88,4040.88
327,12750.0,129,1,275.88,275.88
328,12752.0,82,1,4366.78,4366.78
329,12753.0,23,6,20649.87,20649.87
330,12754.0,236,3,427.38,427.38
331,12755.0,281,1,17.549999999999997,17.549999999999997
332,12756.0,87,1,112.08,112.08
333,12757.0,16,8,4022.0,4022.0
334,12758.0,117,2,2791.59,2791.59
335,12759.0,53,3,1343.64,1343.64
336,12762.0,8,2,1702.52,1702.52
337,12763.0,139,2,494.08,494.08
338,12764.0,317,1,1693.88,1693.88
339,12766.0,4,7,6457.63,6457.63
340,12769.0,239,1,1143.6,1143.6
341,12770.0,211,1,1351.45,1351.45
342,12772.0,60,1,752.47,752.47
343,12775.0,18,5,1264.09,1264.09
344,12778.0,20,6,693.23,693.23
345,12779.0,38,8,3981.36,3981.36
346,12781.0,64,2,786.74,786.74
347,12782.0,5,5,1938.92,1938.92
348,12783.0,3,4,1295.8700000000001,1295.8700000000001
349,12784.0,16,1,518.42,518.42
350,12785.0,365,1,239.0,239.0
351,12787.0,10,3,418.66,418.66
352,12790.0,193,1,294.92,294.92
353,12791.0,374,1,177.60000000000002,177.60000000000002
354,12792.0,257,1,344.54,344.54
355,12793.0,335,2,461.48,461.48
356,12794.0,54,2,860.41,860.41
357,12795.0,19,1,318.48,318.48
358,12797.0,366,1,226.03,226.03
359,12798.0,171,1,69.12,69.12
360,12802.0,187,1,397.58,397.58
361,12808.0,37,3,455.65000000000003,455.65000000000003
362,12809.0,178,1,405.31,405.31
363,12811.0,262,2,459.85,459.85
364,12812.0,45,1,229.64000000000001,229.64000000000001
365,12814.0,102,1,85.92,85.92
366,12815.0,148,2,863.46,863.46
367,12816.0,96,2,395.3,395.3
368,12817.0,282,1,126.04,126.04
369,12818.0,262,1,387.2,387.2
370,12820.0,4,4,942.34,942.34
371,12821.0,215,1,92.72,92.72
372,12822.0,71,2,948.88,948.88
373,12823.0,75,5,1759.5,1759.5
374,12824.0,60,1,397.12,397.12
375,12826.0,3,7,1474.72,1474.72
376,12827.0,6,3,430.15,430.15
377,12828.0,3,6,1001.76,1001.76
378,12829.0,337,2,132.3,132.3
379,12830.0,92,4,1961.12,1961.12
380,12831.0,263,1,215.05,215.05
381,12832.0,33,2,383.03000000000003,383.03000000000003
382,12833.0,146,1,417.38,417.38
383,12834.0,283,1,312.38,312.38
384,12836.0,60,4,2443.36,2443.36
385,12837.0,174,1,117.15,117.15
386,12838.0,34,2,666.1800000000001,666.1800000000001
387,12839.0,3,14,5591.42,5591.42
388,12840.0,144,4,2726.77,2726.77
389,12841.0,5,25,3937.6,3937.6
390,12842.0,71,2,1053.99,1053.99
391,12843.0,66,8,1702.26,1702.26
392,12844.0,30,2,325.96000000000004,325.96000000000004
393,12845.0,268,3,145.29000000000002,145.29000000000002
394,12847.0,23,1,871.54,871.54
395,12849.0,32,2,1050.89,1050.89
396,12851.0,97,1,118.23,118.23
397,12852.0,295,1,311.55,311.55
398,12853.0,135,6,1957.1000000000001,1957.1000000000001
399,12854.0,79,3,1324.5,1324.5
400,12855.0,373,1,38.1,38.1
401,12856.0,8,6,2179.93,2179.93
402,12857.0,211,2,1106.4,1106.4
403,12863.0,53,1,521.2,521.2
404,12864.0,139,1,27.599999999999998,27.599999999999998
405,12865.0,27,2,1449.58,1449.58
406,12866.0,284,1,499.12,499.12
407,12867.0,27,7,4036.82,4036.82
408,12868.0,186,6,1607.0600000000002,1607.0600000000002
409,12871.0,85,2,380.64,380.64
410,12872.0,327,2,599.97,599.97
411,12873.0,283,1,374.0,374.0
412,12876.0,58,2,2053.02,2053.02
413,12877.0,4,12,1535.77,1535.77
414,12878.0,237,2,854.99,854.99
415,12879.0,45,3,573.22,573.22
416,12881.0,276,1,103.0,103.0
417,12882.0,10,2,1463.04,1463.04
418,12883.0,25,4,686.52,686.52
419,12884.0,89,1,139.05,139.05
420,12885.0,64,3,1124.37,1124.37
421,12886.0,68,2,1378.4,1378.4
422,12888.0,215,2,354.12,354.12
423,12890.0,25,1,380.46999999999997,380.46999999999997
424,12891.0,293,1,42.0,42.0
425,12893.0,31,1,188.14,188.14
426,12895.0,43,2,372.8,372.8
427,12897.0,205,2,216.5,216.5
428,12901.0,11,18,3568.92,3568.92
429,12902.0,265,1,104.78,104.78
430,12904.0,19,2,509.58,509.58
431,12906.0,12,5,2784.13,2784.13
432,12909.0,40,5,1706.72,1706.72
433,12910.0,24,8,3075.04,3075.04
434,12912.0,3,5,1662.3,1662.3
435,12913.0,5,5,2453.63,2453.63
436,12915.0,149,2,363.65,363.65
437,12916.0,139,4,3006.15,3006.15
438,12917.0,129,1,594.0,594.0
439,12919.0,9,6,1335.19,1335.19
440,12920.0,18,1,130.33,130.33
441,12921.0,10,37,16587.09,16587.09
442,12922.0,162,1,405.38,405.38
443,12923.0,65,1,176.97,176.97
444,12924.0,89,4,781.0600000000001,781.0600000000001
445,12925.0,5,2,679.05,679.05
446,12928.0,36,5,2028.14,2028.14
447,12929.0,312,1,117.85,117.85
448,12930.0,79,2,415.8,415.8
449,12931.0,31,9,2661.26,2661.26
450,12933.0,25,3,607.53,607.53
451,12935.0,3,7,2160.7,2160.7
452,12936.0,18,4,1063.9,1063.9
453,12937.0,16,4,1504.27,1504.27
454,12938.0,26,1,114.14,114.14
455,12939.0,65,8,5921.52,5921.52
456,12940.0,55,2,893.59,893.59
457,12942.0,132,3,666.95,666.95
458,12944.0,36,2,604.51,604.51
459,12945.0,289,1,462.95,462.95
460,12947.0,144,6,1440.09,1440.09
461,12948.0,17,7,2064.95,2064.95
462,12949.0,31,8,4167.22,4167.22
463,12950.0,3,3,1699.0,1699.0
464,12951.0,9,6,1047.1200000000001,1047.1200000000001
465,12952.0,6,4,1319.99,1319.99
466,12953.0,10,1,304.85,304.85
467,12955.0,2,11,4757.16,4757.16
468,12956.0,307,1,91.12,91.12
469,12957.0,10,8,4000.59,4000.59
470,12962.0,8,2,266.39,266.39
471,12963.0,9,8,1856.63,1856.63
472,12965.0,90,1,771.91,771.91
473,12966.0,10,1,160.18,160.18
474,12967.0,359,2,1301.5,1301.5
475,12968.0,113,1,135.95,135.95
476,12970.0,8,4,452.24,452.24
477,12971.0,4,86,10330.64,10330.64
478,12974.0,198,1,124.85000000000001,124.85000000000001
479,12976.0,212,1,738.6,738.6
480,12977.0,157,1,19.24,19.24
481,12980.0,177,7,1435.68,1435.68
482,12981.0,30,2,372.21999999999997,372.21999999999997
483,12982.0,243,1,390.54,390.54
484,12984.0,19,1,97.5,97.5
485,12985.0,1,2,1205.18,1205.18
486,12987.0,74,2,508.75,508.75
487,12988.0,293,1,535.32,535.32
488,12989.0,4,14,4731.71,4731.71
489,12990.0,32,3,409.5,409.5
490,12991.0,24,2,503.76,503.76
491,12993.0,24,4,414.76,414.76
492,12994.0,5,3,974.42,974.42
493,12995.0,86,1,211.32,211.32
494,12997.0,23,4,1143.69,1143.69
495,12999.0,197,3,455.88,455.88
496,13000.0,107,3,534.85,534.85
497,13001.0,5,13,8726.7,8726.7
498,13002.0,319,1,120.95,120.95
499,13003.0,106,3,149.05,149.05
500,13004.0,12,18,5655.91,5655.91
501,13005.0,174,2,513.7,513.7
502,13006.0,57,1,81.57,81.57
503,13008.0,324,1,229.47,229.47
504,13011.0,373,1,50.550000000000004,50.550000000000004
505,13012.0,10,8,1661.8400000000001,1661.8400000000001
506,13013.0,2,13,4810.9400000000005,4810.9400000000005
507,13014.0,11,10,3466.28,3466.28
508,13015.0,54,5,3034.33,3034.33
509,13016.0,74,3,722.09,722.09
510,13017.0,8,1,204.0,204.0
511,13018.0,17,28,7244.4,7244.4
512,13021.0,5,9,2556.48,2556.48
513,13023.0,65,2,599.9,599.9
514,13026.0,2,4,816.0,816.0
515,13028.0,23,2,661.3199999999999,661.3199999999999
516,13029.0,31,3,499.0,499.0
517,13030.0,12,2,742.9300000000001,742.9300000000001
518,13032.0,53,2,1010.1800000000001,1010.1800000000001
519,13033.0,358,1,190.55,190.55
520,13034.0,55,2,642.77,642.77
521,13035.0,74,2,921.88,921.88
522,13037.0,139,3,881.07,881.07
523,13038.0,81,3,908.46,908.46
524,13040.0,9,2,676.99,676.99
525,13043.0,274,1,516.42,516.42
526,13044.0,292,1,560.47,560.47
527,13045.0,100,1,305.28000000000003,305.28000000000003
528,13046.0,31,2,544.31,544.31
529,13047.0,32,10,3237.54,3237.54
530,13048.0,15,4,1835.91,1835.91
531,13049.0,65,2,656.6800000000001,656.6800000000001
532,13050.0,15,17,5796.91,5796.91
533,13052.0,213,1,348.15000000000003,348.15000000000003
534,13055.0,79,3,1214.41,1214.41
535,13058.0,25,3,271.40000000000003,271.40000000000003
536,13059.0,250,1,183.4,183.4
537,13060.0,254,1,307.53000000000003,307.53000000000003
538,13061.0,73,1,248.61,248.61
539,13062.0,192,1,271.5,271.5
540,13064.0,13,4,1099.54,1099.54
541,13065.0,374,1,205.86,205.86
542,13066.0,25,2,430.90000000000003,430.90000000000003
543,13067.0,83,1,115.46000000000001,115.46000000000001
544,13068.0,11,2,344.0,344.0
545,13069.0,1,24,4070.36,4070.36
546,13070.0,193,1,228.8,228.8
547,13072.0,267,1,177.15,177.15
548,13075.0,130,1,919.61,919.61
549,13077.0,2,4,729.27,729.27
550,13078.0,4,26,11515.94,11515.94
551,13079.0,5,5,220.10000000000002,220.10000000000002
552,13080.0,180,1,58.08,58.08
553,13081.0,12,11,28214.76,28214.76
554,13082.0,127,9,1963.96,1963.96
555,13083.0,5,2,286.8,286.8
556,13085.0,158,2,416.08,416.08
557,13089.0,3,94,55414.66,55414.66
558,13090.0,9,13,8744.27,8744.27
559,13091.0,29,1,345.82,345.82
560,13092.0,71,5,477.83,477.83
561,13093.0,276,8,7832.47,7832.47
562,13094.0,22,12,1622.0400000000002,1622.0400000000002
563,13095.0,71,1,74.39999999999999,74.39999999999999
564,13097.0,33,10,5722.27,5722.27
565,13098.0,2,28,27245.4,27245.4
566,13101.0,235,1,101.19,101.19
567,13102.0,2,24,6166.33,6166.33
568,13103.0,40,1,243.94,243.94
569,13104.0,4,6,1098.48,1098.48
570,13106.0,134,1,76.5,76.5
571,13107.0,45,4,1531.6200000000001,1531.6200000000001
572,13108.0,373,1,350.06,350.06
573,13109.0,60,2,786.54,786.54
574,13110.0,32,7,1454.77,1454.77
575,13113.0,1,24,10545.960000000001,10545.960000000001
576,13115.0,12,4,2214.88,2214.88
577,13116.0,139,1,469.24,469.24
578,13117.0,22,8,948.96,948.96
579,13118.0,20,5,1172.81,1172.81
580,13120.0,239,1,30.6,30.6
581,13121.0,270,1,283.73,283.73
582,13122.0,95,2,922.39,922.39
583,13124.0,90,3,3796.48,3796.48
584,13126.0,5,8,2062.74,2062.74
585,13127.0,78,1,259.17,259.17
586,13130.0,95,1,64.0,64.0
587,13131.0,24,3,1073.3,1073.3
588,13132.0,262,1,77.3,77.3
589,13133.0,274,2,109.8,109.8
590,13134.0,86,4,1793.58,1793.58
591,13136.0,57,5,2607.61,2607.61
592,13137.0,11,8,3650.41,3650.41
593,13138.0,23,6,962.39,962.39
594,13139.0,17,7,5064.9400000000005,5064.9400000000005
595,13140.0,109,3,423.72,423.72
596,13141.0,85,5,2388.75,2388.75
597,13142.0,20,1,307.09000000000003,307.09000000000003
598,13144.0,333,1,110.95,110.95
599,13145.0,40,3,323.52,323.52
600,13146.0,27,1,228.91,228.91
601,13147.0,11,4,712.8,712.8
602,13148.0,30,12,3602.42,3602.42
603,13149.0,15,4,1676.06,1676.06
604,13151.0,296,1,1118.27,1118.27
605,13153.0,6,1,486.22,486.22
606,13155.0,34,4,971.76,971.76
607,13157.0,50,4,1741.22,1741.22
608,13158.0,95,4,1201.06,1201.06
609,13159.0,9,4,1437.85,1437.85
610,13160.0,23,1,91.8,91.8
611,13161.0,314,1,112.75,112.75
612,13162.0,123,4,1688.29,1688.29
613,13165.0,47,2,1021.48,1021.48
614,13166.0,284,1,417.2,417.2
615,13167.0,19,4,749.5699999999999,749.5699999999999
616,13168.0,37,4,1319.19,1319.19
617,13169.0,64,2,712.88,712.88
618,13170.0,27,1,116.00999999999999,116.00999999999999
619,13171.0,22,3,335.21,335.21
620,13173.0,5,2,353.65000000000003,353.65000000000003
621,13174.0,17,3,2715.13,2715.13
622,13176.0,47,1,459.94,459.94
623,13177.0,65,1,282.45,282.45
624,13178.0,27,11,5725.47,5725.47
625,13182.0,46,1,121.18,121.18
626,13183.0,8,9,3957.78,3957.78
627,13184.0,15,10,1681.13,1681.13
628,13185.0,268,1,71.4,71.4
629,13186.0,40,3,1575.89,1575.89
630,13187.0,338,1,236.02,236.02
631,13188.0,12,1,99.6,99.6
632,13189.0,19,2,260.68,260.68
633,13192.0,96,2,911.94,911.94
634,13193.0,62,1,100.92999999999999,100.92999999999999
635,13194.0,136,1,60.7,60.7
636,13196.0,12,4,1723.93,1723.93
637,13198.0,11,6,3321.34,3321.34
638,13199.0,4,35,7404.04,7404.04
639,13200.0,20,4,870.09,870.09
640,13203.0,10,4,829.51,829.51
641,13207.0,16,2,250.26000000000002,250.26000000000002
642,13208.0,59,6,1223.9,1223.9
643,13209.0,31,8,5857.71,5857.71
644,13210.0,94,1,353.48,353.48
645,13211.0,11,3,1197.42,1197.42
646,13212.0,20,3,738.08,738.08
647,13213.0,57,5,1470.68,1470.68
648,13216.0,268,1,333.74,333.74
649,13217.0,123,3,533.98,533.98
650,13218.0,128,1,62.64,62.64
651,13220.0,79,4,819.2900000000001,819.2900000000001
652,13221.0,241,2,847.41,847.41
653,13223.0,201,2,163.2,163.2
654,13224.0,61,2,2100.27,2100.27
655,13225.0,4,6,4066.32,4066.32
656,13226.0,274,1,108.21000000000001,108.21000000000001
657,13227.0,202,1,257.7,257.7
658,13228.0,82,1,358.0,358.0
659,13229.0,226,1,160.95,160.95
660,13230.0,5,14,2683.61,2683.61
661,13232.0,13,7,1272.85,1272.85
662,13233.0,75,2,605.12,605.12
663,13235.0,213,1,997.1700000000001,997.1700000000001
664,13236.0,25,2,712.95,712.95
665,13238.0,18,4,675.73,675.73
